"TextID","TheText","Chose","TextSearch","TextSearchKey","TextSimilarityKey"
"3306","ܗܰܘ̇ ܕܰܠܥܺܕ̄ܬܶܗ ܩܰܕܺܝܫܬܳܐ ܨܰܒܶܬ . ܒܝܰܕ ܫܽܘ̈ܟܳܢܶܐ ܕܪܽܘܚܳܐ ܩܰܕܺܝܫܳܐ . ܪܰܚܶܡ ܥܠܰܝ ܐܰܠܳܗܳܐ ܀","true","ܗܘ ܕܠܥܕܬܗ ܩܕܝܫܬܐ ܨܒܬ ܒܝܕ ܫܘܟܢܐ ܕܪܘܚܐ ܩܕܝܫܐ ܪܚܡ ܥܠܝ ܐܠܗܐ ","3AAAE80EC4851BBCF5FA3AE05427A62F","ܗܘ ܕܠܥܕܬܗ ܩܕܝܫܬܐ ܨܒܬ ܒܝܕ ܫܘܟܢܐ ܕܪܘܚܐ ܩܕܝܫܐ ܪܚܡ ܥܠܝ ܐܠܗܐ"
"3307","ܗܰܘ̇ ܕܶܐܫܬܰܘܕܺܝ ܠܥܺܕ̄ܬܶܗ ܡܗܰܝܡܰܢܬܳܐ . ܕܡܽܘ̈ܟܠܶܐ ܕܰܫܝܽܘܠ ܣܳܟ ܠܳܐ ܢܶܚܣܢܽܘܢܳܗ̇ . ܪܰܚܶܡ ܥܠܰܝ ܐܰܠܳܗܳܐ ܀","true","ܗܘ ܕܐܫܬܘܕܝ ܠܥܕܬܗ ܡܗܝܡܢܬܐ ܕܡܘܟܠܐ ܕܫܝܘܠ ܣܟ ܠܐ ܢܚܣܢܘܢܗ ܪܚܡ ܥܠܝ ܐܠܗܐ ","BF51EFE69703CB95D6F56C5DB008B127","ܗܘ ܕܐܫܬܘܕܝ ܠܥܕܬܗ ܡܗܝܡܢܬܐ ܕܡܘܟܠܐ ܕܫܝܘܠ ܣܟ ܠܐ ܢܚܣܢܘܢܗ ܪܚܡ ܥܠܝ ܐܠܗܐ"
"3308","ܒܪܺܝܟ ܒܰܪ ܡܰܠܟܳܐ ܕܰܐܬܩܶܢ ܥܰܠ ܐܰܪܥܳܐ . ܥܺܕ̄ܬܳܐ ܙܗܺܝܬܳܐ ܘܰܐܫܠܛܳܗ̇ ܥܰܠ ܥܰܡ̈ܡܶܐ . ܪܰܚܶܡ ܥܠܰܝ ܐܰܠܳܗܳܐ ܀","true","ܒܪܝܟ ܒܪ ܡܠܟܐ ܕܐܬܩܢ ܥܠ ܐܪܥܐ ܥܕܬܐ ܙܗܝܬܐ ܘܐܫܠܛܗ ܥܠ ܥܡܡܐ ܪܚܡ ܥܠܝ ܐܠܗܐ ","C8854B96E3369AE9F178A06D8B159EB0","ܒܪܝܟ ܒܪ ܡܠܟܐ ܕܐܬܩܢ ܥܠ ܐܪܥܐ ܥܕܬܐ ܙܗܝܬܐ ܘܐܫܠܛܗ ܥܠ ܥܡܡܐ ܪܚܡ ܥܠܝ ܐܠܗܐ"
"3309","ܗܰܘ̇ ܕܰܒܚܽܘܒܶܗ ܦܰܪܩܳܗ̇ ܠܳܗ̇ ܠܥܺܕ̄ܬܶܗ . ܘܝܰܗ̄ܒ ܠܳܗ̇ ܦܰܓܪܶܗ ܘܰܕܡܶܗ ܪܰܗܒܽܘܢܳܐ . ܪܰܚܶܡ ܥܠܰܝ ܐܰܠܳܗܳܐ ܀","true","ܗܘ ܕܒܚܘܒܗ ܦܪܩܗ ܠܗ ܠܥܕܬܗ ܘܝܗܒ ܠܗ ܦܓܪܗ ܘܕܡܗ ܪܗܒܘܢܐ ܪܚܡ ܥܠܝ ܐܠܗܐ ","0EF934D80FAF0324E3EE93B6168ABE5D","ܗܘ ܕܒܚܘܒܗ ܦܪܩܗ ܠܗ ܠܥܕܬܗ ܘܝܗܒ ܠܗ ܦܓܪܗ ܘܕܡܗ ܪܗܒܘܢܐ ܪܚܡ ܥܠܝ ܐܠܗܐ"
"3310","ܫܽܘܒܚܳܐ ܠܰܐܒܳܐ ܘܬܰܘܕܺܝܬܳܐ ܠܰܒܪܳܐ . ܘܰܠܪܽܘܚ ܩܽܘܕܫܳܐ ܣܶܓܕܬܳܐ ܘܪܽܘܡܪܳܡܳܐ . ܕܰܐܩܺܝܡ ܠܶܗ ܥܺܕ̄ܬܳܐ ܒܰܐܪܥܳܐ ܀","true","ܫܘܒܚܐ ܠܐܒܐ ܘܬܘܕܝܬܐ ܠܒܪܐ ܘܠܪܘܚ ܩܘܕܫܐ ܣܓܕܬܐ ܘܪܘܡܪܡܐ ܕܐܩܝܡ ܠܗ ܥܕܬܐ ܒܐܪܥܐ ","6BEF2DDA9D612E84443AB509A99F5F70","ܫܘܒܚܐ ܠܐܒܐ ܘܬܘܕܝܬܐ ܠܒܪܐ ܘܠܪܘܚ ܩܘܕܫܐ ܣܓܕܬܐ ܘܪܘܡܪܡܐ ܕܐܩܝܡ ܠܗ ܥܕܬܐ ܒܐܪܥܐ"
"3311","ܬܶܫܡܶܫܬܳܐ ܪܰܡܫܳܝܬܳܐ ܕܦܽܘܠܚܳܢ ܬܶܫܡܶܫܬܳܐ ܡܠܺܝܠܬܳܐ . ܠܳܟ ܗ̄ܘ̣ܽ ܡܫܺܝܚܳܐ ܡܩܰܪܒܺܝܢܰܢ . ܡܶܛܽܠ ܕܰܨܒܰܝܬ ܒܪ̈ܰܚܡܰܝܟ ܕܰܬܪܰܚܶܡ ܘܰܬܚܽܘܢ ܠܰܢ . ܒܓܰܘ ܥܺܕ̄ܬܳܟ ܦܪܺܝܩܰܬ ܒܰܨܠܺܝܒܳܟ ܀","true","ܬܫܡܫܬܐ ܪܡܫܝܬܐ ܕܦܘܠܚܢ ܬܫܡܫܬܐ ܡܠܝܠܬܐ ܠܟ ܗܘ̣ ܡܫܝܚܐ ܡܩܪܒܝܢܢ ܡܛܠ ܕܨܒܝܬ ܒܪܚܡܝܟ ܕܬܪܚܡ ܘܬܚܘܢ ܠܢ ܒܓܘ ܥܕܬܟ ܦܪܝܩܬ ܒܨܠܝܒܟ ","3E3B8E603A57008C171ED371DFE44296","ܬܫܡܫܬܐ ܪܡܫܝܬܐ ܕܦܘܠܚܢ ܬܫܡܫܬܐ ܡܠܝܠܬܐ ܠܟ ܗܘ ܡܫܝܚܐ ܡܩܪܒܝܢܢ ܡܛܠ ܕܨܒܝܬ ܒܪܚܡܝܟ ܕܬܪܚܡ ܘܬܚܘܢ ܠܢ ܒܓܘ ܥܕܬܟ ܦܪܝܩܬ ܒܨܠܝܒܟ"
"3312","ܒܒܳܥܽܘ ܡܳܪܝܳܐ ܡܳܪܰܢ . ܠܳܐ ܬܰܪܦܶܐ ܘܬܶܫܒܽܘܩ ܠܰܢ ܡܶܢ ܩܕܳܡ ܦܰܪܨܽܘܦܳܐ ܕܺܝܠܳܟ . ܐܶܠܳܐ ܨܒܺܝ ܒܰܢ ܐܰܝ̄ܟ ܛܳܒܳܐ ܕܰܬܪܰܚܶܡ ܘܰܬܚܽܘܢ ܠܰܢ . ܒܓܰܘ ܥܺܕ̄ܬܳܟ ܦܪܺܝܩܰܬ ܒܰܨܠܺܝܒܳܟ ܀","true","ܒܒܥܘ ܡܪܝܐ ܡܪܢ ܠܐ ܬܪܦܐ ܘܬܫܒܘܩ ܠܢ ܡܢ ܩܕܡ ܦܪܨܘܦܐ ܕܝܠܟ ܐܠܐ ܨܒܝ ܒܢ ܐܝܟ ܛܒܐ ܕܬܪܚܡ ܘܬܚܘܢ ܠܢ ܒܓܘ ܥܕܬܟ ܦܪܝܩܬ ܒܨܠܝܒܟ ","106DA7D567EE8117268A286759F3EDB6","ܒܒܥܘ ܡܪܝܐ ܡܪܢ ܠܐ ܬܪܦܐ ܘܬܫܒܘܩ ܠܢ ܡܢ ܩܕܡ ܦܪܨܘܦܐ ܕܝܠܟ ܐܠܐ ܨܒܝ ܒܢ ܐܝܟ ܛܒܐ ܕܬܪܚܡ ܘܬܚܘܢ ܠܢ ܒܓܘ ܥܕܬܟ ܦܪܝܩܬ ܒܨܠܝܒܟ"
"3313","ܒܰܛܶܠ ܣܶܕ̈ܩܶܐ ܡܶܢ ܥܺܕ̄ܬܳܟ . ܘܪܰܡܪܶܡ ܩܰܪܢܳܗ̇ ܒܟܽܠ ܦܶܢ̈ܝܳܢ . ܘܰܐܣܓܳܐ ܠܳܗ̇ ܫܠܳܡܳܐ ܘܫܰܝܢܳܐ . ܘܢܰܛܰܪܶܝܗ̇ ܡܳܪܝ̄ ܒܰܨܠܺܝܒܳܟ ܕܬܶܩܥܶܐ ܠܳܟ ܒܟܶܢܫܳܐ ܕܰܒ̈ܢܶܝܗ̇ . ܫܽܘܒܚܳܐ ܠܳܟ ܘܰܠܫܳܠܽܘܚܳܟ ܀","true","ܒܛܠ ܣܕܩܐ ܡܢ ܥܕܬܟ ܘܪܡܪܡ ܩܪܢܗ ܒܟܠ ܦܢܝܢ ܘܐܣܓܐ ܠܗ ܫܠܡܐ ܘܫܝܢܐ ܘܢܛܪܝܗ ܡܪܝ ܒܨܠܝܒܟ ܕܬܩܥܐ ܠܟ ܒܟܢܫܐ ܕܒܢܝܗ ܫܘܒܚܐ ܠܟ ܘܠܫܠܘܚܟ ","3757D2629B102421E40004CF08CFCAE5","ܒܛܠ ܣܕܩܐ ܡܢ ܥܕܬܟ ܘܪܡܪܡ ܩܪܢܗ ܒܟܠ ܦܢܝܢ ܘܐܣܓܐ ܠܗ ܫܠܡܐ ܘܫܝܢܐ ܘܢܛܪܝܗ ܡܪܝ ܒܨܠܝܒܟ ܕܬܩܥܐ ܠܟ ܒܟܢܫܐ ܕܒܢܝܗ ܫܘܒܚܐ ܠܟ ܘܠܫܠܘܚܟ"
"3314","ܥܺܕܰܬ ܩܽܘܕܫܳܐ ܙܡܰܪܝ̄ ܫܽܘܒܚܳܐ . ܠܚܰܬܢܳܐ ܕܡܰܟܪܶܟܝ̄ ܒܛܰܝܒܽܘܬܶܗ . ܘܒܰܨܠܺܝܒܶܗ ܚܰܝܳܐ ܦܰܪܩܶܟܝ̄ . ܘܣܳܡ ܒܶܟܝ̄ ܦܰܓܪܶܗ ܩܰܕܺܝܫܳܐ . ܘܰܕܡܶܗ ܟܳܣܳܐ ܕܦܽܘܪܩܳܢܳܐ . ܚܽܘܣܳܝܳܐ ܠܟܽܠܗܽܘܢ ܡܗܰܝ̈ܡܢܶܐ ܀","true","ܥܕܬ ܩܘܕܫܐ ܙܡܪܝ ܫܘܒܚܐ ܠܚܬܢܐ ܕܡܟܪܟܝ ܒܛܝܒܘܬܗ ܘܒܨܠܝܒܗ ܚܝܐ ܦܪܩܟܝ ܘܣܡ ܒܟܝ ܦܓܪܗ ܩܕܝܫܐ ܘܕܡܗ ܟܣܐ ܕܦܘܪܩܢܐ ܚܘܣܝܐ ܠܟܠܗܘܢ ܡܗܝܡܢܐ ","11CFB3A97C2F02D866CD16E118814B8B","ܥܕܬ ܩܘܕܫܐ ܙܡܪܝ ܫܘܒܚܐ ܠܚܬܢܐ ܕܡܟܪܟܝ ܒܛܝܒܘܬܗ ܘܒܨܠܝܒܗ ܚܝܐ ܦܪܩܟܝ ܘܣܡ ܒܟܝ ܦܓܪܗ ܩܕܝܫܐ ܘܕܡܗ ܟܣܐ ܕܦܘܪܩܢܐ ܚܘܣܝܐ ܠܟܠܗܘܢ ܡܗܝܡܢܐ"
"3315","ܕܰܘܺܝܕ ܡܰܠܟܳܐ ܒܰܙܡܺܝܪܬܶܗ . ܐܶܬܢܰܒܺܝ ܠܶܟܝ̄ ܐܳܘ ܥܺܕ̄ܬܳܐ . ܕܡܰܠ̈ܟܶܐ ܢܺܐܬܽܘܢ ܠܺܐܝܩܳܪܶܟܝ̄ . ܕܡܰܠܟܳܐ ܕܰܫܪܶܐ ܒܶܟܝ̄ ܐܺܝܬܰܘܗ̄ܝ̄ . ܡܰܠܟܳܐ ܪܰܒܳܐ ܕܰܠܥܳܠܡܺܝܢ . ܘܠܶܗ ܗ̄ܘ̣ܽ ܝܳܐܝܳܐ ܬܶܫܒܽܘܚܬܳܐ ܀","true","ܕܘܝܕ ܡܠܟܐ ܒܙܡܝܪܬܗ ܐܬܢܒܝ ܠܟܝ ܐܘ ܥܕܬܐ ܕܡܠܟܐ ܢܐܬܘܢ ܠܐܝܩܪܟܝ ܕܡܠܟܐ ܕܫܪܐ ܒܟܝ ܐܝܬܘܗܝ ܡܠܟܐ ܪܒܐ ܕܠܥܠܡܝܢ ܘܠܗ ܗܘ̣ ܝܐܝܐ ܬܫܒܘܚܬܐ ","9C8EE133E57B8BEA003222408AE534E8","ܕܘܝܕ ܡܠܟܐ ܒܙܡܝܪܬܗ ܐܬܢܒܝ ܠܟܝ ܐܘ ܥܕܬܐ ܕܡܠܟܐ ܢܐܬܘܢ ܠܐܝܩܪܟܝ ܕܡܠܟܐ ܕܫܪܐ ܒܟܝ ܐܝܬܘܗܝ ܡܠܟܐ ܪܒܐ ܕܠܥܠܡܝܢ ܘܠܗ ܗܘ ܝܐܝܐ ܬܫܒܘܚܬܐ"
"3316","ܩܽܘܡܝ̄ ܐܰܢܗܰܪܝ̄ ܕܰܡܛܳܐ ܢܽܘܗܪܶܟܝ̄ ܥܺܕܰܬ ܩܽܘܕܫܳܐ ܡܗܰܝܡܰܢܬܳܐ . ܕܡܳܪܝܳܐ ܡܪܰܝܡܳܐ ܘܰܕܚܺܝܠܳܐ . ܕܳܢܰܚ ܫܳܪܶܐ ܒܣܳܚܪ̈ܳܬܶܟܝ̄ . ܘܟܽܠܗܽܘܢ ܥܰܡ̈ܡܶܐ ܘܶܐܡ̈ܘܳܬܳܐ ܡܶܬܟܰܢܫܺܝܢ ܠܶܟܝ̄ ܡܶܢ ܣܰܘ̈ܦܶܐ ܠܣܰܘ̈ܦܶܐ . ܕܶܐܣܬܰܒܰܪ ܘܺܝܕܰܥ ܟܽܠ ܐ̄ܢܳܫ . ܕܗܽܘܝܽܘ ܡܰܠܟܳܐ ܕܰܠܥܳܠܡܺܝܢ . ܫܰܒܰܚܝ̄ ܕܠܳܐ ܫܶ","true","ܩܘܡܝ ܐܢܗܪܝ ܕܡܛܐ ܢܘܗܪܟܝ ܥܕܬ ܩܘܕܫܐ ܡܗܝܡܢܬܐ ܕܡܪܝܐ ܡܪܝܡܐ ܘܕܚܝܠܐ ܕܢܚ ܫܪܐ ܒܣܚܪܬܟܝ ܘܟܠܗܘܢ ܥܡܡܐ ܘܐܡܘܬܐ ܡܬܟܢܫܝܢ ܠܟܝ ܡܢ ܣܘܦܐ ܠܣܘܦܐ ܕܐܣܬܒܪ ܘܝܕܥ ܟܠ ܐܢܫ ܕܗܘܝܘ ܡܠܟܐ ܕܠܥܠܡܝܢ ܫܒܚܝ ܕܠܐ ܫܠܝܐ ܠܗܘ ܕܓܒܟܝ ܡܢ ܫܘܪܝܐ ܘܐܬܩܢ ܒܟܝ ܡܕܒܚ ܩܘܕܫܐ ܘܣܡ ܒܟܝ ܦܓܪܗ ܘܕܡܗ ܚܝܐ ܠܚܘܣܝܐ ","3C734025B56750721357B5D3BED77BCA","ܩܘܡܝ ܐܢܗܪܝ ܕܡܛܐ ܢܘܗܪܟܝ ܥܕܬ ܩܘܕܫܐ ܡܗܝܡܢܬܐ ܕܡܪܝܐ ܡܪܝܡܐ ܘܕܚܝܠܐ ܕܢܚ ܫܪܐ ܒܣܚܪܬܟܝ ܘܟܠܗܘܢ ܥܡܡܐ ܘܐܡܘܬܐ ܡܬܟܢܫܝܢ ܠܟܝ ܡܢ ܣܘܦܐ ܠܣܘܦܐ ܕܐܣܬܒܪ ܘܝܕܥ ܟܠ ܐܢܫ ܕܗܘܝܘ ܡܠܟܐ ܕܠܥܠܡܝܢ ܫܒܚܝ ܕܠܐ ܫܠܝܐ ܠܗܘ ܕܓܒܟܝ ܡܢ ܫܘܪܝܐ ܘܐܬܩܢ ܒܟܝ ܡܕܒܚ ܩܘܕܫܐ ܘܣܡ ܒܟܝ ܦܓܪܗ ܘܕܡܗ ܚܝܐ ܠܚܘܣܝܐ"
"3317","ܫܠܶܝܡܽܘܢ ܒܢܳܐ ܗܰܝܟܠܳܐ ܪܰܒܳܐ . ܕܬܶܫܪܶܐ ܒܶܗ ܐܰܠܳܗܽܘܬܳܟ . ܘܰܢܚܶܬܬ ܠܶܗ ܬܰܪ̈ܬܶܝܢ ܙܰܒܢܺܝ̈ܢ ܘܡܶܢ ܒܶܝܬ ܟܪ̈ܽܘܒܶܐ ܫܡܰܥ ܩܳܠܳܟ . ܠܗܳܢܳܐ ܕܶܝܢ ܡܰܕܒܰܚ ܩܽܘܕܫܳܐ . ܕܒܶܗ ܡܶܙܕܰܝܰܚ ܦܰܓܪܶܗ ܕܺܝܚܺܝܕܳܟ . ܡܦܺܝܣܺܝܢܰܢ ܠܳܟ ܒܰܚܢܰܓܬܳܐ . ܕܰܬܫܰܕܰܪ ܪܽܘܚܳܐ ܕܩܽܘܕܫܳܐ ܢܩܰܕܫܺܝܘܗ̄ܝ̄ ܘܰܢܕܰܟܶܝܘܗ̄","true","ܫܠܝܡܘܢ ܒܢܐ ܗܝܟܠܐ ܪܒܐ ܕܬܫܪܐ ܒܗ ܐܠܗܘܬܟ ܘܢܚܬܬ ܠܗ ܬܪܬܝܢ ܙܒܢܝܢ ܘܡܢ ܒܝܬ ܟܪܘܒܐ ܫܡܥ ܩܠܟ ܠܗܢܐ ܕܝܢ ܡܕܒܚ ܩܘܕܫܐ ܕܒܗ ܡܙܕܝܚ ܦܓܪܗ ܕܝܚܝܕܟ ܡܦܝܣܝܢܢ ܠܟ ܒܚܢܓܬܐ ܕܬܫܕܪ ܪܘܚܐ ܕܩܘܕܫܐ ܢܩܕܫܝܘܗܝ ܘܢܕܟܝܘܗܝ ܕܢܗܘܐ ܡܥܡܪܐ ܠܪܒܘܬܟ ܘܬܫܬܡܫ ܒܗ ܙܗܝܐܝܬ ܡܢ ܬܝܒܐ ܕܐܘܕܝܘ ܒܬܠܝܬܝܘܬܐ ","3C4BB8B9C0C520DA6CB92EA1091BCB0A","ܫܠܝܡܘܢ ܒܢܐ ܗܝܟܠܐ ܪܒܐ ܕܬܫܪܐ ܒܗ ܐܠܗܘܬܟ ܘܢܚܬܬ ܠܗ ܬܪܬܝܢ ܙܒܢܝܢ ܘܡܢ ܒܝܬ ܟܪܘܒܐ ܫܡܥ ܩܠܟ ܠܗܢܐ ܕܝܢ ܡܕܒܚ ܩܘܕܫܐ ܕܒܗ ܡܙܕܝܚ ܦܓܪܗ ܕܝܚܝܕܟ ܡܦܝܣܝܢܢ ܠܟ ܒܚܢܓܬܐ ܕܬܫܕܪ ܪܘܚܐ ܕܩܘܕܫܐ ܢܩܕܫܝܘܗܝ ܘܢܕܟܝܘܗܝ ܕܢܗܘܐ ܡܥܡܪܐ ܠܪܒܘܬܟ ܘܬܫܬܡܫ ܒܗ ܙܗܝܐܝܬ ܡܢ ܬܝܒܐ ܕܐܘܕܝܘ ܒܬܠܝܬܝܘܬܐ"
"3318","ܕܽܘܨܝ̄ ܘܰܚܕܳܝ ܥܺܕܰܬ ܩܽܘܕܫܳܐ . ܘܰܐܪܺܝܡܝ̄ ܩܳܠܶܟܝ̄ ܒܰܩܥܳܬܳܐ . ܘܰܙܡܰܪܝ̄ ܫܽܘܒܚܳܐ ܘܬܰܘܕܺܝܬܳܐ . ܠܺܝܚܺܝܕܳܐ ܕܚܰܫ ܥܰܠ ܐܰܦܰܝ̈ܟܝ̄ . ܘܰܦܪܰܩ ܝܰܠ̈ܕܰܝܟܝ̄ ܡܶܢ ܛܽܘܥܝܰܝ . ܘܰܚܡܰܠ ܐܶܢܽܘܢ ܒܰܛܝܳܪܳܐ ܕܚܰܝ̈ܶܐ . ܘܣܳܡ ܦܰܓܪܶܗ ܘܰܕܡܶܗ ܩܽܘܕܡܰܝܟܝ̄ . ܕܬܶܬܚܰܣܶܝܢ ܡܶܢ ܚܰܘ̈ܒܳܬܶܟܝ̄ . ܘܬܶܥܠܺܝܢ ","true","ܕܘܨܝ ܘܚܕܝ ܥܕܬ ܩܘܕܫܐ ܘܐܪܝܡܝ ܩܠܟܝ ܒܩܥܬܐ ܘܙܡܪܝ ܫܘܒܚܐ ܘܬܘܕܝܬܐ ܠܝܚܝܕܐ ܕܚܫ ܥܠ ܐܦܝܟܝ ܘܦܪܩ ܝܠܕܝܟܝ ܡܢ ܛܘܥܝܝ ܘܚܡܠ ܐܢܘܢ ܒܛܝܪܐ ܕܚܝܐ ܘܣܡ ܦܓܪܗ ܘܕܡܗ ܩܘܕܡܝܟܝ ܕܬܬܚܣܝܢ ܡܢ ܚܘܒܬܟܝ ܘܬܥܠܝܢ ܠܓܢܘܢܐ ܘܬܬܒܣܡܝܢ ܥܡܗ ܒܪܘܡܐ ܘܬܐܪܬܝܢ ܚܝܐ ܕܠܥܠܡ ܒܡܫܟܢܐ ܓܢܝܙܐ ܕܡܘܬܐ ܒܗܘܢ ܠܐ ܡܫܬܠܛ ","CC350D84703E069CD61DDFD65EEFB574","ܕܘܨܝ ܘܚܕܝ ܥܕܬ ܩܘܕܫܐ ܘܐܪܝܡܝ ܩܠܟܝ ܒܩܥܬܐ ܘܙܡܪܝ ܫܘܒܚܐ ܘܬܘܕܝܬܐ ܠܝܚܝܕܐ ܕܚܫ ܥܠ ܐܦܝܟܝ ܘܦܪܩ ܝܠܕܝܟܝ ܡܢ ܛܘܥܝܝ ܘܚܡܠ ܐܢܘܢ ܒܛܝܪܐ ܕܚܝܐ ܘܣܡ ܦܓܪܗ ܘܕܡܗ ܩܘܕܡܝܟܝ ܕܬܬܚܣܝܢ ܡܢ ܚܘܒܬܟܝ ܘܬܥܠܝܢ ܠܓܢܘܢܐ ܘܬܬܒܣܡܝܢ ܥܡܗ ܒܪܘܡܐ ܘܬܐܪܬܝܢ ܚܝܐ ܕܠܥܠܡ ܒܡܫܟܢܐ ܓܢܝܙܐ ܕܡܘܬܐ ܒܗܘܢ ܠܐ ܡܫܬܠܛ"
"3319","ܥܰܠ ܛܽܘܪ̈ܶܐ ܪ̈ܳܡܶܐ ܣܰܩܝ̄ ܠܶܟܝ̄ . ܥܺܕ̄ܬܳܐ ܘܰܙܡܰܪܝ̄ ܬܶܫܒܽܘܚܬܳܐ . ܠܚܰܬܢܳܐ ܕܰܫܩܰܠ ܡܶܢ ܐܰܦܰܝ̈ܟܝ̄ . ܬܰܚܦܺܝܬ ܚܶܫܟܳܐ ܕܰܦܬܰܟܪ̈ܶܐ . ܕܰܕܢܰܚ ܢܽܘܗܪܳܐ ܫܰܪܺܝܪܳܐ . ܘܰܐܡܠܶܟ ܒܰܐܪܥܳܐ ܘܰܥܪܰܩ ܚܶܫܽܘܟܳܐ . ܘܶܐܡܰܪܝ̄ ܠܳܗ̇ ܠܒܰܪ̄ܬ ܥܶܒܪ̈ܳܝܶܐ . ܕܩܳܡܶܬ ܡܶܟܺܝܠ ܘܰܠܥܳܠܰܡ . ܐܰܘܕܳܝ ܘܠܳܐ ܬܶܫ","true","ܥܠ ܛܘܪܐ ܪܡܐ ܣܩܝ ܠܟܝ ܥܕܬܐ ܘܙܡܪܝ ܬܫܒܘܚܬܐ ܠܚܬܢܐ ܕܫܩܠ ܡܢ ܐܦܝܟܝ ܬܚܦܝܬ ܚܫܟܐ ܕܦܬܟܪܐ ܕܕܢܚ ܢܘܗܪܐ ܫܪܝܪܐ ܘܐܡܠܟ ܒܐܪܥܐ ܘܥܪܩ ܚܫܘܟܐ ܘܐܡܪܝ ܠܗ ܠܒܪܬ ܥܒܪܝܐ ܕܩܡܬ ܡܟܝܠ ܘܠܥܠܡ ܐܘܕܝ ܘܠܐ ܬܫܠܝܢ ܕܪܒ ܗܘ̣ ܦܐܪܐ ܕܒܓܘܟܝ ܕܚܠܦ ܐܡܪܐ ܘܕܒܚܬܐ ܦܓܪܗ ܘܕܡܗ ܕܒܚ ܒܟܝ ܠܚܘܣܝܐ ܕܚܘܒܐ ","6F3A59D7E5376070A3EAA61D4F11547B","ܥܠ ܛܘܪܐ ܪܡܐ ܣܩܝ ܠܟܝ ܥܕܬܐ ܘܙܡܪܝ ܬܫܒܘܚܬܐ ܠܚܬܢܐ ܕܫܩܠ ܡܢ ܐܦܝܟܝ ܬܚܦܝܬ ܚܫܟܐ ܕܦܬܟܪܐ ܕܕܢܚ ܢܘܗܪܐ ܫܪܝܪܐ ܘܐܡܠܟ ܒܐܪܥܐ ܘܥܪܩ ܚܫܘܟܐ ܘܐܡܪܝ ܠܗ ܠܒܪܬ ܥܒܪܝܐ ܕܩܡܬ ܡܟܝܠ ܘܠܥܠܡ ܐܘܕܝ ܘܠܐ ܬܫܠܝܢ ܕܪܒ ܗܘ ܦܐܪܐ ܕܒܓܘܟܝ ܕܚܠܦ ܐܡܪܐ ܘܕܒܚܬܐ ܦܓܪܗ ܘܕܡܗ ܕܒܚ ܒܟܝ ܠܚܘܣܝܐ ܕܚܘܒܐ"
"3320","ܛܽܘܒܰܝܟܝ̄ ܐܳܦ ܠܶܟܝ̄ ܥܺܕܰܬ ܩܽܘܕܫܳܐ ܡܗܰܝܡܰܢܬܳܐ . ܕܗܳܐ ܡܰܬܩܰܢ ܒܶܟܝ̄ ܦܳܬܽܘܪܳܐ . ܦܰܓܪܶܗ ܘܰܕܡܶܗ ܕܰܡܫܺܝܚܳܐ . ܘܪ̈ܺܝܫܰܝ ܟܳܗ̈ܢܶܐ ܩܰܕܺܝ̈ܫܶܐ ܒܰܕܡܽܘܬܦܶܛܪܽܘܣ ܘܝܽܘܚܰܢܳܢ . ܘܟܶܗ̈ܢܶܐ ܒܛܽܘܦܣܳܐ ܕܡܰܠܰܐܟ̈ܶܐ ܕܰܟܪܺܝܟܺܝܢ ܠܡܰܕܒܰܚ ܩܽܘܕܫܳܐ . ܘܳܐܦ ܪܽܘܚܳܐ ܦܰܪܰܩܠܺܝܛܳܐ ܡܪܰܚܶܦ ܒܶܟܝ̄ ܘܰܡܩ","true","ܛܘܒܝܟܝ ܐܦ ܠܟܝ ܥܕܬ ܩܘܕܫܐ ܡܗܝܡܢܬܐ ܕܗܐ ܡܬܩܢ ܒܟܝ ܦܬܘܪܐ ܦܓܪܗ ܘܕܡܗ ܕܡܫܝܚܐ ܘܪܝܫܝ ܟܗܢܐ ܩܕܝܫܐ ܒܕܡܘܬܦܛܪܘܣ ܘܝܘܚܢܢ ܘܟܗܢܐ ܒܛܘܦܣܐ ܕܡܠܐܟܐ ܕܟܪܝܟܝܢ ܠܡܕܒܚ ܩܘܕܫܐ ܘܐܦ ܪܘܚܐ ܦܪܩܠܝܛܐ ܡܪܚܦ ܒܟܝ ܘܡܩܪܫ ܠܟܝ ","A83905AEE0D755CD5358B644D76DD37C","ܛܘܒܝܟܝ ܐܦ ܠܟܝ ܥܕܬ ܩܘܕܫܐ ܡܗܝܡܢܬܐ ܕܗܐ ܡܬܩܢ ܒܟܝ ܦܬܘܪܐ ܦܓܪܗ ܘܕܡܗ ܕܡܫܝܚܐ ܘܪܝܫܝ ܟܗܢܐ ܩܕܝܫܐ ܒܕܡܘܬܦܛܪܘܣ ܘܝܘܚܢܢ ܘܟܗܢܐ ܒܛܘܦܣܐ ܕܡܠܐܟܐ ܕܟܪܝܟܝܢ ܠܡܕܒܚ ܩܘܕܫܐ ܘܐܦ ܪܘܚܐ ܦܪܩܠܝܛܐ ܡܪܚܦ ܒܟܝ ܘܡܩܪܫ ܠܟܝ"
